title,num_comments,link,text,comments,toxicity,fem,masc
В Ташкенте пассажирский автобус врезался в столб: есть пострадавшие,3,https://uznews.uz/posts/53286,"6 февраля в 06:37 часов в Янгихаётском районе перед гостиницей «Симма» произошло дорожно-транспортное происшествие с участием автобуса Isuzu маршрута №59. Автобус, которым управлял 56-летний водитель Х.Ё. был «подрезан» легковым автомобилем. В результате автобус вылетел на обочину и врезался в столб. По предварительным данным, двое пассажиров, которые получили легкие телесные повреждения, были доставлены в больницу. В настоящее время сотрудники АО «Тошшахартрансхизмат» проводят служебную проверку. ","['Почему-то фамилию россиянина, которого впустили в страну с дроном, но отказываются выпускать, озвучили полностью. А тут просто водитель ХЁ.']","[0.99555236, 0.004447669]",0,1
Грузовик с лакокрасочными материалами загорелся во время движения,2,https://uznews.uz/posts/53284," Сегодня, 6 февраля, в 18:28 в УЧС по Джизакской области поступило сообщение о возгорании грузового автомобиля на 977 км автодороги международного значения М39 Алматы-Ташкент-Термез, проходящей через Ш.Рашидовский район Джизакской области. Первые пожарно-спасательные подразделения подразделения прибыли на место возгорания в 18:45. В грузовике находилось большое количество легковоспламеняющихся и горючих продуктов (лакокрасочных материалов), поэтому для тушения пожара были привлечены дополнительные силы и техника.  В результате грузовой автомобиль сгорел полностью. Пострадавших нет. Причина возгорания и сумма ущерба устанавливаются.","['помнится, раньше хлопок горел на ходу.', 'ADR, нееее не слышали.']","[0.96539295, 0.03460707]",0,0
В Узбекистане ощущалось землетрясение силой 4 балла,1,https://uznews.uz/posts/53258,"По данным Республиканского центра Сейсмопрогностического мониторинга МЧС, 5 февраля в 09:16 часов по ташкентскому времени в Афганистане произошло землетрясение. Магнитуда М=6,8, глубина – 225 км. Расстояние от эпицентра до Ташкента 573 км в юго-восточном направлении. Сила подземных толчков на территории Узбекистана составила: Сурхандарьинская область: 4 балла, 355 км. Ферганская область: 3-4 балла, 455 км. Сырдарьинская область: 3-4 балла, 506 км. Андижанская область: 3-4 балла, 508 км. Джизакская область: 3-4 балла, 510 км. Самаркандская область: 3-4 балла, 518 км. Наманганская область: 3-4 балла, 523 км. Кашкадарьинская область: 3-4 балла, 545 км. Ташкент: 3 балла, 573 км. Навоийская область: 3 балла, 653 км. Бухарская область: 3 балла, 698 км. Хорезмская область: 2-3 балла, 1074 км. Республика Каракалпакстан: 2 балла, 1198 км. ",['Почти 7 баллов в эпицентре это серьезно. Про разрушения ничего не сообщают.'],"[0.9976587, 0.0023412828]",0,0
Российского тревел-блогера задержали в аэропорту Бухары из-за дрона,21,https://uznews.uz/posts/53229," По данным пресс-службы посольства России в Узбекистане, блогер-путешественник Максим Лымарь из Новосибирска был задержан 2 февраля в аэропорту Бухары из-за того, что сотрудники пограничного контроля обнаружили в его вещах беспилотный летательный аппарат.  «Я полетел в Узбекистан, погулять по стране, посмотреть на красоты местные, заодно снять их. Я прошёл таможенный контроль, вся аппаратура в ручной клади была. Ручная кладь прошла сканнер. Меня спросили, что у меня там, я ответил, что фото- и видеоаппаратура, что я буду снимать достопримечательности. Они меня пропустили, я ушел» , — рассказал тревел-блогер о процедуре прохождения таможенного контроля по прилёту в Узбекистан. По его словам, после семи дней путешествия по стране он собрался вылетать в Новосибирск, но вернуться на родину ему так и не удалось. «В день вылета я прошёл регистрацию, сдал багаж, прошел таможенный контроль, пошёл на паспортный контроль, там мне поставили штамп. А потом подошёл сотрудник и попросил вернуться. Они попросили открыть все сумки, и я открыл. Когда я показал дрон, они начали бегать, сначала позвали меня в кабинет к начальнику, потом вызвали адвоката, переводчика, увели в комнату для дознания. И предупредили, что я сегодня уже точно никуда не улетаю», — рассказал путешественник. Напомним, согласно действующему законодательству РУз, незаконный ввоз, сбыт, приобретение, хранение или использование беспилотных летательных аппаратов предусматривает наказание в виде лишения свободы до 3 лет. «В данный момент М. Лымарь помещен под домашний арест до окончания процедуры уточнения весогабаритных характеристик вывозимого им дрона. Посольство находится в постоянном контакте с М. Лымарем и правоохранительными органами Узбекистана для скорейшего разрешения ситуации и возвращения нашего соотечественника на родину», — говорится в сообщении посольства.","['Иногда  такое впечатление, что Узбекистан стремительно приближается к уровню КНДР.', 'Неее, в КНДР любят свое правительство', 'Натуральные бараны . Этот долг Mavic mini 2 специально был создан производителем для этого закона , так как во многих странах есть такой же закон с теми же 250 граммами . Вот только во всех странах именно эта модель Дрона везде проходит по закону , и только в Узбекистане это не проканало потомучто бараны тупые кто там работает . Как с такими мозгами они вообще должности получили . Это Узбекистан детка , все знают что у Узбекистана большое будущее ) \r\nПо факту он закона не нарушал , кто пишет что типа учи сперва законы , пускай сперва сам их почитает и подумает немного мозгами если они имеются', 'Прежде чем писать дебильный комментарии. Сначала хорошенько прочитай закон. А то сидишь тут умничаешь.  Если есть фото-видео камера уже вес роль не имеет значение. Для туристов в Узбекистане сделали исключение что по ходатайству Госкомтуризма могут без проблем ввести беспилотники. Например В ОАЭ вообще все дроны нужно регистрировать. За нарушение 100 тыс дерхам штраф или 3 года лишения свободы. А в нашем законе есть сноска при добровольной сдачи освобождается от ответственности.', 'Приглашайте ещё больше туристов со всего мира. Пусть таможня и погранцы оставят в их сердцах  самые теплые воспоминания.', 'Сейчас пока идут разборки, то есть вариант решения этой проблемы - обменять российского блогера на 1 млн гастарбайтеров с Узбекистана.\r\nПо моему нормальная сделка.', 'Или Путин ""переживает"" только за русских из Донбасса...', 'В законе о бпла написано что  <беспилотные летательные аппараты весом свыше 250 грамм и имеющие в фото и видио фиксирующие оборудование запрещены для использования на территории РУЗ. \r\nПо факту его приняли по закону и все честно потому что он сказал приехал снимать и у дрона точно была камера. \r\nНо закон дебильный🤣🤣', '<<игрушечная модель воздушного судна - используемый для удовлетворения личных потребностей граждан летательный аппарат весом не более 250 грамм, не подпадающий под код ТН ВЭД 8802 20 000 0, без функции автономного управления полетом и навигации, не оборудованный фото - и видеоаппаратурой;>>', 'В законе работает два условия 250 г и видео. Если одного условия нет, то под запрет не попадает. Что вы напали на людей, проверят документы на дрон и отпустят.', 'Человек вам Узбекистан просто так рекламирует, а его задерживаете, по сути ничего он не нарушал', 'Небуй предьявлять человеку что либо, если его с этим впустили в страну, Увольте нацхер таможенника который его впустил в страну, с дрона все удалите и отпустите человека, что бы он сюда уже никогда не возвращался с такими то гениальными людьми', 'Дибили нашли к чему пристовать тупые мудаки', 'Ибо не х, досконально изучить законы страны, куда собрался, одна из основных задач любого нормального блохера']","[0.60494775, 0.39505222]",0,1
"Самолет «Аэрофлот», летевший в Самарканд, экстренно сел в Казахстане",0,https://uznews.uz/posts/53218,"Самолет российской авиакомпании «Аэрофлот», выполнявший рейс AFL-2870 по маршруту Санкт-Петербург - Самарканд, совершил экстренную посадку в Казахстане, сообщила пресс-служба Uzbekistan Airports. Воздушное судно с 56 пассажирами на борту приземлилось в 10:56 по местному времени в аэропорту города Кызылорды. Причиной посадки стало ухудшение самочувствия гражданки Узбекистана, которой понадобилась экстренная медицинская помощь из-за проблем с сердцем.  «Экипаж принял решение произвести посадку самолёта в ближайшем аэропорту. После посадки на аэродроме пассажирку забрала карета скорой помощи и госпитализировала для оказания квалифицированной медицинской помощи» , — говорится в сообщении. Отмечается также, что самолет приземлился в аэропорту Самарканда в 12:20 по ташкентскому времени с 55 пассажирами. ",[],"[0.0, 0.0]",0,0
В торговом комплексе в Фергане сгорело 25 магазинов одежды — видео,2,https://uznews.uz/posts/53141,"По информации МЧС, 1 февраля в 06:23 часов произошел пожар в торговом комплексе «Кува», расположенном на улице Бустон Кувинского района Ферганской области. Огонь охватил 25 магазинов одежды. 11 пожарно-спасательных расчетов прибыли на место происшествия в 06:27 часов. В 07:10 пожар был локализован, в 07:37 – ликвидирован. Также на место происшествия прибыли руководители районного и областного УЧС. Жертв и пострадавших нет. Причина возгорания и размер ущерба устанавливаются. ","['Конкуренты', 'Интересно, хоть кто-то из них застраховался от пожара ?! Прям реклама страховых услуг. Жаль хозяев магазинов.']","[0.96091926, 0.039080746]",0,0
"В Ташкенте молодой водитель погиб, врезавшись в столб",1,https://uznews.uz/posts/53116,"31 января в 03:45 часов в дежурную часть поступил звонок о дорожно-транспортном происшествии, произошедшем на ул. Мухбир в Алмазарском районе. 24-летний У.Ф. водитель автомобиля Nexia-3, не справившись с управлением, врезался в столб у обочины дороги. В результате полученных травм гражданин У.Ф. скончался во второй клинике Ташкентской медицинской академии. По данному факту возбуждено уголовное дело по ч. 2 ст. 266 УК РУз (Нарушение правил дорожного движения или эксплуатации транспортных средств, повлекшее смерть человека). ",[],"[0.0, 0.0]",0,1
Из-за тумана была ограничена работа двух аэропортов,2,https://uznews.uz/posts/53103,"Сегодня, 31 января, из-за густого тумана в аэропорту Ферганы самолет авиакомпании Ural Airlines рейса SVR-8317, следовавший из Москвы, не смог приземлиться в аэропорту назначения и ушел в 07:32 часов на запасной аэродром в Наманган. 227 пассажиров были доставлены в Наманган наземным транспортом. Также по причине метеоусловий в аэропорту назначения задерживается рейс авиакомпании Uzbekistan Airways HY-83 по маршруту «Ташкент – Фергана». По предварительным данным, вылет планируется в 13:15 часов. Еще один рейс авиакомпании Uzbekistan Airways HY-024 по маршруту «Бухара – Ташкент» был задержан в аэропорту отправления. Самолет со 138 пассажирами на борту смог вылететь в 11:29 часов вместо 09:20 часов согласно расписанию. На данный момент аэропорт работает в штатном режиме. ","['Лет десять тому, встречал в бухарском аэропорту своих москвичей и когда увидел, как из тумана вынырнул самолет, сначала фары, а за ними громадина самолета, по ходу стабильности хода его снижения, почувствовал безлюдность управления. Казалось гигантский самолет снижался сам, как утюг) Вспомнилось, как к одной из американских башен близнецов, торгового центра, доворачивал огромный самолет, казалось сам доворачивал...']","[0.9945205, 0.005479519]",0,0
В Андижане за многоэтажками обнаружен труп новорожденного младенца,8,https://uznews.uz/posts/53097,"В соцсетях распространились фотографии мертвой девочки, найденной за многоэтажками. В Генеральной прокуратуре сообщили, что тело новорожденной без внешних телесных повреждений было найдено 21 января, примерно в 09:30, в махалле «Иттифок» Джалакудукского района. Специалисты Андижанского филиала Научно-практического центра судебно-медицинской экспертизы Министерства здравоохранения установили, что девочка родилась мертвой. Об этом UzNews.uz сообщили в Генеральной прокуратуре. В ходе доследственной проверки выяснилось, что матерью девочки является несовершеннолетняя Ш.М 2004 года рождения, проживающая по адресу: Джалакудукский район, поселок Жанубий Оламушук, махалля «Навои». Установлено, 20 января, примерно в 23:00, она родила мертвого ребенка и оставила его за многоэтажными домами. Для установления причин смерти младенца, а также наличия на его теле телесных повреждений или их следов назначена судебно-медицинская экспертиза, которая направлена в областное бюро судебно-медицинской экспертизы для исполнения. Сообщается, что мать ребенка ранее не была судима, не замужем, живет с матерью. В настоящее время доследственная проверка продолжается. ","['челлендж какой-то', 'Я так понимаю, что эта девушка родила уже мёртвого младенца  у себя в доме! Хорошо, но нужно было известить куда следует и хотя-бы похоронить  по человечески! Всё больше и больше происходят такие умышленные убийства со стороны, мягко говоря женского поло! Что происходит с нашими женщинами? Я просто в шоке и бешенстве!  Никакой женственности и чувства материнства у многих женщин! Пожалуйста смотрите передачи в мире животных, может смотря на то как животные рожают и оберегают своих детей, может тогда  у вас проснуться эти чувства?!!!', '...поясни, откуда взяться человеческим чувствам, когда кругом малоимущие, нищие, да и просто голодные, среди которых множество Нас, незнакомых с диетой, здоровой диетой. А тогда анемия, недоумие и психоз, маниакально-депрессивный, когда в человеке просыпается его суть, зверя ? Так бывает, когда на диком рынке капитализма, или ты кушаешь, или тебя кушают)', 'Не замужем и родила....разве так бывает?', 'Вы б еще номер квартиры и телефона оставили. Конфеденциальность несовершеннолетней на высшем уровне....', 'Кучно пошли подобные новости.']","[0.8284643, 0.17153566]",0,1
Опубликовано видео страшного инцидента в столичном зоопарке,13,https://uznews.uz/posts/53085," На распространившемся видео видно, как женщина на протяжении 2-3 минут продержала свою девочку на руках, чтобы сначала привлечь медведя. После того, как девочка упала с 5-метровой высоты, хищник подошел к ребенку, но не тронул её. Как мы сообщали ранее, в результате падения девочке диагностировали открытую черепно-мозговую травму и сотрясение мозга. В отношении женщины, которая бросила свою дочь в вольер, возбудили уголовное дело по п. «в», ч. 2, статьи 97 УК РУз через статью 25 (Покушение на умышленное убийство лица, заведомо для виновного находившегося в беспомощном состоянии). В настоящий момент проводятся следственные мероприятия. Видео:","['Это не женщина,и вообще не человек! Мир содрогнулся от происшедшего 🙈🙈🙈! Ведь она ещё стоит и смотрит,как медведь будет раздирать ее ребёнка 🙈🙈🙈. И кто из них ЗВЕРЬ?????', 'Не зря в штатах преподаватели после семи лет работы считаются психически больными и выходят на пенсию', 'В самом деле? Откуда такая информация?', 'Видимо эта девочка стала свидетелем какого-то неправильного действия матери, вот она и решила удалить с памяти и всё связанное с этим инцидентом. А потом мол я нечаянно уронила я не хотела сказалабы для оправдания, судя потому как она осматривает никого нет ли рядом возле вольера и тут как ни откуда мужчина появился но уже было поздно…', 'Уберите видео , зачем показывать как скидывать детей в зоопарке . Вы учите родителей жестокости. Завтра обидит мать ребёнка и натворит ещё что-нибудь будет потом считать что « ах да ладно, такие доведённые матери тоже есть , ничего страшного»', 'Эта дура либо больная психически,либо хотела таким образом заработать на компенсациях,если бы медведь покалечил или убил ребенка...Про то,что камеры везде и доказать ,что она специально бросила ребенка,наверняка не подумала.', 'Это видео просто необходимо, чтобы понять что произошло на самом деле. Видимо она хотела списать это на несчастный случай', 'Зачем такое видео выставлять для просмотра?']","[0.80634594, 0.19365399]",0,0
"Обнародованы данные о женщине, бросившей 3-летнюю девочку в вольер с медведем",33,https://uznews.uz/posts/53083,"В ходе расследования по инциденту, произошедшему в столичном зоопарке, была установлена личность женщины, бросившей ребенка в вольер к хищнику. Ей оказалась гражданка З.Т., 1991 г.р., а пострадавшая девочка — её дочь, 2018 г.р. Об этом сообщили в пресс-службе Министерства по поддержке махалли и семьи. Установлено, что З.Т. проживает с двумя детьми в квартире, принадлежащей её отцу, в махалле «Кумарик» Сергелийского района Ташкента. Во время беседы, проведенной сотрудниками министерства с З.Т., выяснилось, что женщина находилась в депрессии из-за того, что её супруг, 1990 г.р., уехал в Россию и не живёт с ней. Отмечается, что председатель махалли неоднократно предпринимал попытки примирить супругов, находившихся на грани развода. Известно также, что раньше З.Т. работала преподавателем в одном из столичных вузов. В прошлом году она была внесена в «Женскую тетрадь», и ей предоставлялись юридические консультации по вопросам жилья и развода. Детям З.Т. дважды была оказана спонсорская помощь.  «В настоящее время следствие продолжается. Пострадавшей девочке оказывается вся необходимая медицинская помощь», — говорится в сообщении. Напомним, на днях в столичном зоопарке молодая женщина на глазах у посетителей бросила маленькую девочку в вольер к медведю. Девочка упала с 5-ти метровой высоты и получила ушибы. В отношении женщины возбудили уголовное дело по п. «в», ч. 2, статьи 97 УК РУз через статью 25 (Покушение на умышленное убийство лица, заведомо для виновного находившегося в беспомощном состоянии).","['""председатель махалли неоднократно предпринимал попытки примирить супругов, находившихся на грани развода"". А может не нужно лезть в чужие дела?', 'Цензор, я попытался защитить женщину, доведенную до убийства, случайного убийства, неужели не убедил ? Вроде как прикрыли виновных в такой, жизни, доведенной до отчаяния...', 'А не могло быть так что вдруг мать хотела таким образом показать дочке медведя и подняла ее но не удержала и уронила?🤔 \nПросто не верится что так могла специально....😰', 'а вы видео смотрели? Она потом одела сумочку на плечо и спокойно стояла', 'пройдёт депрессия, пройдёт нехватка денег, а у ребёнка останется в памяти полёт в клетку с медведем. как мать будет в глаза смотреть ребёнку? надо лишить её прав на детей.', 'Понаблюдайте, как некоторые ""мамаши"" обращаются со своими детьми, особенно когда дети капризнизничают. А у некоторых шантаж, детьми, самосжиганием и т.д. является нормой. Буюк келажак наступит не очень скоро, пока такие дефективные по земле бродят.', 'Одна в реку прыгает с детьми другая под поезд бросается с детьми а эта с образованием придумала новое как выйти из депрессии до каких пор матери одиночки будут беззащитны', 'Дикая ситуация конечно, но не первая и, увы не последняя. Психически неустойчивые плебсы размножаются, слабохарактерный мужик спустя недолгое время ломается и сбегает, а невротичная баба, неуспевшая отойти от постродового синдрома окончательно теряет рассудок и смысл жизни и срывается на детях. Походу рождение детей, как ношение боевого оружия на гражданке - должно быть доступно только при наличии справки об отсутствии психических отклонений.', 'Это не укладывается в моем понимании.., это не мать - однозначно. Депрессия.., и у меня была депрессия, когда я маму похоронила.., но при этом я всё понимала, что нужно бороться, что нужно жить дальше, что есть рядом мои дети, муж, родные.., и я не имею права поддаваться такому искушению расслабленности и потери собственного Я. Да, наказать стоит.., хотя, она уже сама себе нарекла этим действом кару, теперь вся жизнь оставшаяся будет для нее мукой.., и для девочки тоже. Вот ребенка жаль, по настоящему.., такое очень сложно пережить, это травма на всю оставшуюся жизнь..', 'Психически здоровый человек никогда не причинит вреда своему ребёнку,что бы не случилось в жизни.У неё явные проблемы с головой.', 'Солнечная активность']","[0.70411557, 0.29588443]",2,1
Двое рабочих погибли при пожаре в Хорезме,1,https://uznews.uz/posts/53064,"Инцидент произошел 27 января, примерно в 11:00, в одном из многоэтажных домов махалли «Чулабад» Ургенчского района. Сообщается, что погибшие занимались строительством. Пожар вспыхнул в подвале доме из-за короткого замыкания, возникшего при использовании металлорежущего оборудования. По данному факту возбуждено уголовное дело по части 2 статьи 257 (Нарушение правил охраны труда, повлекшее смерть человека) Уголовного кодекса. Ведется следствие. Погибшим было 61 и 59 лет. ",[],"[0.0, 0.0]",0,1
В Ташкентском зоопарке женщина бросила ребенка в вольер к медведю,17,https://uznews.uz/posts/53063,"Сегодня, 28 января, около 12 часов дня, в зоопарке Ташкента молодая женщина на глазах у посетителей бросила маленькую девочку в вольер к медведю. Об этом сообщили в пресс-службе столичного зоопарка. «Кавказский бурый медведь Зузу, лежа в своем вольере, следил за действиями женщины, которая перекинула девочку через металлическую ограду. Несмотря на попытки посетителей и сотрудников зоопарка, остановить женщину не удалось, и она все-таки сбросила ребёнка вниз к хищнику», — рассказали в зоопарке. К счастью, медведь не причинил вреда ребенку: по словам администрации зоопарка, медведь Зузу медленно спустился в ров, подошел к девочке, понюхал и отошел. Работники отдела «хищные» быстро среагировали и стали заманивать его во внутреннее помещение, куда он тут же вошел. После этого ребенок был извлечен из вольера и обследован медсестрой зоопарка. Девочка пострадала только от падения с высоты почти 5 метров, а не от зубов хищника. При первичном осмотре кроме ушибов, видимых серьезных травм у нее не обнаружили.  «Этот случай характеризует нашего медведя Зузу, как уравновешенного зверя, который не имеет озлобленности по отношению к человеку. Особенно хочется отметить результат правильного обращения сотрудников отдела с хищником в неволе, их доброе и бережное отношение к медведю. В работе с ним они не проявляют грубости, стараются все время баловать его лакомствами и могут легко управлять его поведением даже в такой экстремальной ситуации», — отметили в зоопарке. В настоящее время правоохранительные органы занимаются расследованием произошедшего. Ребенок находится под наблюдением врачей. Кроме того, Ташкентский зоопарк взял на себя все расходы по оказанию ребенку необходимой медицинской помощи.  Информация дополнена Против женщины, сбросившей девочку в вольер, возбуждено уголовное дело по п. «в», ч. 2, ст. 97 УК РУз через статью 25 (Покушение на умышленное убийство лица, заведомо для виновного находившегося в беспомощном состоянии).","['Женщина просто хотела покормить медведя,он  выглядел голодным)', 'медведь сытый был просто.', 'Токого быть не может и не может быть, что бы мать выкенула ребенка за вольер к диким зверям или к заерю....!?   ???', 'Очередное подтверждение, что животные иногда лучше людей', 'Хорошо что руководство зоопарка разрешили, посетителям зоопарка  кормить медведей с рук, бросая в вольер разные фрукты и овощи! Такое поведение  сближает человека  и животных! Но говоря об этой психически не уравновешанной женщины, хотя трудно её называть женщиной! Вот её и надо поместить за решётку, но очень на долго...', 'Я В ШОКЕ.', 'На кол её и потом к мишке. Пусть Зузу решает судьбу этой мрази. Её даже человек ни назовешь, что за женщина. Может это последствия брачных родственных связей???', '«Этот случай характеризует нашего медведя Зузу, как уравновешенного зверя, который не имеет озлобленности по отношению к человеку»\r\n\r\nДа, медведь просто прикуел от такого обращения с детьми. Вы ему работника, а лучше директора зоопарке подбросьте, посмотрите потом на его уравновешенность…', 'Боюсь надоесть тут , Уважаемой публике, своим социализмом, но людей, обиженных жизнью, среди Нас, полно. В состоянии аффекта такие могут сами прыгнуть к медведю. Есть просто голодные, есть недоедающие, малоимущие, выброшенные на улицу судебным исполнителем, привыкшие к гуманизму советского социализма, есть избитые недоумками дома, при счастливых соседях, как правило мошенниках и ворах, наварившихся обманом простых работяг, привыкших к советской доле, в виде зарплаты(зряплаты). В каждом отдельном случае маникально-депрессивного психоза понять бы, что случилось с женщиной, вообразившей папу девочки в виде медведя...', 'Интересно, она своего ребенка сбросила. Это идет вразрез с материнским инстинктом']","[0.49531016, 0.5046898]",1,1
Сотрудники управления благоустройства застрелили и выбросили в мусорный бак бездомных собак,71,https://uznews.uz/posts/53029,"В социальных сетях распространились видео, на которых запечатлены кадры отстрела бездомных собак, которых после выбросили в мусорный бак. Выяснилось, что инцидент произошел 26 января, примерно в 12:10, в Шараф-Рашидовском районе Джизакской области. Согласно официальной информации, сотрудники «бригады по отлову диких животных» районного отдела по благоустройству, проживающие в махаллях «Янгихаёт» и «Учтепа», нарушили санитарно-эпидемиологические требования, и установленный порядок использования огнестрельного оружия. Собранные по данному делу документы переданы в правоохранительные органы. В отношении правонарушителей составлен протокол по статье 185 (Стрельба из огнестрельного оружия с нарушением установленного порядка) и статье 53 (Нарушение санитарного законодательства) Кодекса об административной ответственности. Ведется следствие. ","['На ц-2 есть стая диких собак. Мы с тётей кормим кошек. Вот нет нет эти собаки приходят и убивают наших кошек, а однажды и тётю укусили. Соседку укусила, когда она выбрасывала мусор. Мы любим собак. И долго думали позвонить в отлов, зная что там убивают. И пошли сказали к участковому. Так и ничего не решили. А собаки эти приходят и убивают кошек и нападают на мирных жителей.', 'сколько сердобольных глупышек в каментах. вот бы каждого и каждую такого/такую покусала свора этих бездомных собак, просто так, потому что кушать хочется и подвернулися под горячую лапу. в соседней рф что ни день то дворняги кого то сожрут или покалечат.', 'ну хоть признал.', 'К таким как ты видимо собаки и агрессивны, чувствуют они твою гн**лую энергетику🤣🤣🤣', 'На эту ссылку', '@DXXUZZ', 'Если вы заметили факт правонарушения или не законные действия обращайтесь !', 'В пятницу в мечеть сходят и все', 'Банзай умолкни ибо ким чен ын по тебе плачет.', 'У нас законы просто так пишутся чтобы их нарушать.вот и погледим как же их накажут.или слово президента пустое место для них', 'опять пил не закусывая?', 'Я не пью! Какие же вы чучмеки одинаковые и узкомыслящие...', 'Никогда не суди с первого взгляда ни о собаке, ни о человеке. Потому что, простая дворняга может иметь добрейшую душу, а человек приятной наружности может оказаться редкой сволочью.\r\nВ. Высоцкий', '«Если вы подберете на улице дворовую собаку и накормите её, она никогда вас не предаст. В этом и состоит разница между собакой и человеком.»', '«Собака — единственное существо, которое любит вас больше, чем вы сами.»......']","[0.42682, 0.57317996]",1,1
