,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
144,Президент подверг критике состояние подготовки к Олимпийским играм в Токио,4,https://uznews.uz/posts/4507,"По данным пресс-службы президента, для подготовки спортсменов к предстоящим в японской столице Токио престижным соревнованиям были созданы широкие условия. Привлечены высококвалифицированные специалисты, организованы сотни учебно-тренировочных сборов. До настоящего времени наши спортсмены получили 41 олимпийскую и 16 паралимпийских лицензий. В ходе презентации состояние подготовки к Олимпийским и Паралимпийским играм подвергнуто критике, оно признано неудовлетворительным. Подчеркнута необходимость поддержки спортсменов и их команд для увеличения числа путевок по итогам отборочных турниров в мае-июле. Даны указания по усилению обслуживания спортсменов и их всестороннему стимулированию. Поставлена задача усовершенствовать деятельность федераций, совместно с привлеченными спортивными менеджерами разработать отдельные для каждого вида спорта программы по улучшению физической, медицинской и психологической подготовки олимпийцев. ","['все что то записывают............ ', 'вообще эта многострадальная токийская олимпиада лучше бы была вовсе отменена. заграницей ныне опять рост заражения. ']","[0.9944148, 0.005585105]",0,1,The President criticized the state of preparations for the Tokyo Olympic Games,"'All things are being recorded... '.. 'in fact, this long- suffering Tokyo Olympics would have been better eliminated at all. abroad now the spread of infection is back on the rise. ']"
145,Глава Федерации йоги Жахонгир Артыкходжаев пригласил в Узбекистан преподавателей по йоге из России,14,https://uznews.uz/posts/4706,"Открывая церемонию, хоким города Ташкента, председатель Федерации йоги Узбекистана Жахонгир Артыкходжаев поприветствовал гостей и выразил уверенность, что данные курсы внесут значительный вклад в популяризацию йоги. В ответном слове представитель Федерации йоги России Ирина Петрищева поблагодарила за организацию курсов: «Мы раскроем все секреты, обучим методике и ответим на все вопросы любителей йоги». Для преподавания привлечены Николай Боднарук, сертифицированный мастер йоги старший преподаватель и руководитель курсов в Школе инструкторов йоги Федерации йоги России. В течение недели прибудут и другие преподаватели. Участники курсов в течение двух недель изучат методику преподавания йоги и получат сертификаты международного образца, подтверждающие их квалификацию. Среди участников не только ташкентцы, есть инструкторы из Ташкентской области (Алмалык и Бука), города Навои, даже Кыргызстана и России. ","['Вахахаха!!!! Рассмешили!!! Артыкходжаев поприветствовал гостей и .... Гости, #ля, в количестве 26 человек, сидящие на полу!!! Да постыдитесь вы такие репортажи в эфир давать!!!\nНу уж никак это не популяризация спорта. Такое мероприятие популяризацией то и назвать нельзя. Это мое субъективное мнение. ', 'Это Гульчик его заразила!', 'Говорят, что раньше йог мог\nНи черта не бравши в рот, — год,\nА теперь они рекорд бьют —\nВсе едят и целый год пьют.', 'Для Узбекистана для полного счастья сейчас йоги не хватает! Всё остальное решено! Жизнь прекрасна! Молодцы!', 'Горб свой выпрямил бы сначала, председатель йоги блин.', 'он еще и йогой занимается?\n']","[0.46342322, 0.5365768]",0,2,"The head of the Yoga Federation, Zahongir Artykodjaev, invited yoga teachers from Russia to Uzbekistan",['Wahahah!!!!!!!!!!!!!!
146,Руслан Нурудинов установил новый мировой рекорд и стал чемпионом Азии,6,https://uznews.uz/posts/4714,"В спортивном комплексе «Юнусабад» завершились выступления тяжелоатлетов в весовой категории -109 кг. Представители Узбекистана Руслан Нурудинов и Акбар Джураев завоевали золото и серебро. Об этом говорится в сообщении НОК. Следует отметить, что в упражнении рывок представитель Китая Янг Чже оказал достойное сопротивление узбекским тяжелоатлетам. В этом упражнении он поднял 200 кг и установил новый мировой рекорд. В этом направлении Джураев показал результат 194 кг, а Нурудинов 188 кг. В упражнении толчок двое спортсменов из Узбекистана боролись за золотую медаль. В итоге Руслан Нурудинов поднял 241 кг, стал чемпионом Азии, и установил мировой рекорд. Серебряную медаль завоевал Акбар Джураев, а бронзу — Янг Чже из Китая. 1. Руслан Нурудинов (Узбекистан) – 429 (188 + 241) кг 2. Акбар Джураев (Узбекистан) – 428 (194 + 234) кг 3. Янг Чже (Китай) – 415 (200 + 215) ","['Кайфуша медаль получил??? ', 'Это всё равно что сказать:\n - Отберите у людей сигареты - мы такое уже проходим)\nТолько сигареты убивают, а стероиды, добавки, гармоны роста, правильное питание и тренировки - увеличивают физ.качество людей. \n', 'Отберите у него стероиды, мы такое уже проходили ']","[0.62653023, 0.37346974]",0,1,Ruslan Nurudinov set a new world record and became Asia's champion.,"'Keifusha got the medal?', 'It's like saying: 'N take people's cigarettes, we've been through them already.' 'Only cigarettes kill, and steroids, additives, growth hormones, proper nutrition and exercise increase people's physical quality. 'n', 'take away steroids from him, we've been through this before.'"
147,Спортсменка из Узбекистана впервые завоевала золото на чемпионате мира по боксу,6,https://uznews.uz/posts/4752,"В четверг, 22 апреля, в городе Кельце (Польша) состоялся финал чемпионата мира по боксу среди девушек. Об этом сообщили в пресс-службе НОК. В финальных поединках принимали участие две представительницы Узбекистана. Отмечается, что до настоящего времени ни одна спортсменка из Узбекистана, принимавшая участие в чемпионате мира по боксу, не выходила в финал. Нигина Уктамова (-54 кг) провела бой против Кристины Лакичук из Украины и победила со счётом 4:1. Таким образом, она стала первой узбекистанкой, которая завоевала золото на чемпионате мира. Затем и Мохинабону Абдуллаева (-64 кг) провела финальный поединок с Азалией Аминевой из России. В этом состязании узбекская спортсменка проиграла. Таким образом, узбекистанки завершили первенство мира среди молодёжи, завоевав 1 золотую, 1 серебряную и 4 бронзовых медалей. ","['Конечно, очень приятно видеть когда кто-то из твоей страны получает золото, но ведь бокс он же не для женщин, этим должны заниматься мужчины )', 'Молодец. Я так понимаю и на чемпионат мира по футболу тоже выйдет женский состав.  ', 'молодец. ещё и симпатичная какая. но я всё равно против женского силового спорта. бабы должны сидеть дома, варить чучвару и растить детвору, параллельно наводя в доме марафет. а морду другу другу пускай бьют мужики. бокс - очень жестокий вид спорта, хороший удар, выброшенный неожиданно, может убить или, что ещё хуже, сильно покалечить и сделать беспомощным инвалидом человека.']","[0.7599216, 0.24007837]",1,0,A Uzbek gymnasium won gold for the first time at the World Boxing Championships.,"[Of course, it's very nice to see someone in your country get gold, but he's not a boxer for women, he's gotta do it for men.] ""Good boy. I also understand that there's gonna be a female team at the World Cup. ""Hey, boy. Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey., hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey,"
148,Сборная Узбекистана по футзалу получила прямую путевку на ЧМ-2021,0,https://uznews.uz/posts/4799,"Национальная сборная Узбекистана по футзалу получила прямую путёвку на девятый чемпионат мира по футзалу 2021, который пройдет в сентябре-октябре в Литве, сообщает пресс-служба Азиатской конфедерации футбола. Данное решение было принято на основе результатов сборных команд на последних трех чемпионатах Азии по футзалу. Также прямые путевки получили сборные Ирана и Японии. Другие две команды будут определены в раунде плей-офф, в котором сыграют Ливан, Ирак, Таиланд и Вьетнам. Напомним, первоначально турнир планировалось провести с 12 сентября по 4 октября 2020 года как Чемпионат мира по футзалу 2020 года. Однако из-за пандемии COVID-было принято решение о переносе турнира на осень 2021 года. ",[],"[0.0, 0.0]",0,0,Uzbekistan's Futzal team received a direct trip to FM-2021.,[]
149,Историческая победа: гимнастки из Узбекистана впервые взяли золото на этапе Кубка мира,20,https://uznews.uz/posts/4857,"Нилуфар Шомурадова, Динара Равшанбекова, Ксения Александрова, Севара Сафоева, Камола Ирназарова показали самый высокий результат среди 8 стран-участниц в упражнении с 5-ю мячами, получив от судей оценку 41,25. Во второй день команды выступили с тремя обручами и двумя парами булав. В этом виде программы девочки из Узбекистана набрали 35,15. Высокая сложность упражнений позволила подопечным российского тренера Екатерины Пирожковой обойти сильнейших соперниц с суммой 76,40.  Кубок Мира по художественной гимнастике, многоборье, командные выступления: 1. Узбекистан – 76.40 2. Израиль – 73.55 3. Беларусь – 72.25 ","['Камила Шилова, угарал с твоего камента с пол часа наверное. как будто выступать демонстрируя свой аврат перед не кафирами будет норм.', 'Олег Новиков, почему не соответствует? на востоке как раз издревле красились так, что смыв с лица шпатлёвку нельзя было узнать потом человека. ', 'Молодцы ребята! Успехов Вам. Всегда приятно читать хорошие вести о победах наших спортсменов', 'Камила! Ну они же пытаются впаривать народу про ""наш МЕНТАЛИТЕТ"" и про нашу культуру и историю? При этом круша и ломая всё на своём пути. Скоро весь Узбекистан будет в алюбонде и в акфе,причём на малибу???\nВот и вся культура!Было б смешно, если б не было так всё грустно......', 'Олег Новиков при чем здесь губы? На 3 фото выступают перед кафирами показывая свой аврат.', 'Каримка! А почему у них губки накрашены? Это же не соответствует вашему менталитету? Где твои умники-советники?', 'Bravo??? ????', 'Молодцы девчонки.', 'молодцы!']","[0.3890935, 0.6109065]",1,0,Historical victory: gymnasts from Uzbekistan took gold for the first time in the World Cup,"['Camila Shilova, you've had it off your cell since half an hour probably. It's like showing your aura in front of the cathers will be normal.', 'Oleg Novikov, why not? 'Oleg Novikov, why not? 'Why not? In the east, it's just the old ones that were painted in a way that all of Uzbekistan wouldn't be able to get to know a man later. 'Can't you boys do it? 'You always enjoy reading the good news of our athletes', 'Camila! 'Would you be laughing if it wasn't so sad...', 'The leg of the Noviks with the lips?"
150,Минюст зарегистрировал Федерацию текбола Узбекистана,2,https://uznews.uz/posts/4876,"В 2021 году планируется проведение чемпионата республики по текболу. Напомним, текбол был изобретен в 2014 году в Венгрии двумя любителями футбола: Габором Боршани, бывшим профессиональным футболистом, и Виктором Хусаром, программистом. Текбол представляет собой смесь футбола и настольного тенниса. Ударять по мячу можно любой частью тела, кроме рук. Задача — перебросить снаряд на половину поля оппонента так, чтобы он не смог нанести ответный удар. При этом, нельзя касаться мяча более трех раз и набивать его одной и той же частью тела два раза подряд. Отсутствие ответа приведет к начислению очков команде, выполнившей удар, как в настольном теннисе. ",['Этому говноспорту минус!\n\nБагдад на жопу интереснее! \nПлюсоните кто знает!\n'],"[0.45286176, 0.5471383]",0,0,The Ministry of Justice has registered the Federation of Tecbola of Uzbekistan,This shitport is less interesting! Who knows!
151,Одил Ахмедов и Достонбек Турсунов подписали контракты с клубами китайской Суперлиги,0,https://uznews.uz/posts/4977,"Капитан сборной Узбекистана Одил Ахмедов подписал контракт с китайским клубом Суперлиги Сanghzou Mighty Lions. Первый матч с участием Одила Ахмедова может состояться 21 апреля против Qingdao FC. Достонбек Турсунов, игравший в прошлом сезоне в чемпионате Южной Кореи, подписал контракт с китайским клубом Chunsin Lianjiang Athletic. Футболист может дебютировать за свою новую команду уже 20 апреля в матче против Shandong Taishan. ",[],"[0.0, 0.0]",0,0,Odil Ahmedov and Dostonbek Tursunov signed contracts with Chinese Super League clubs.,[]
152,ФК «Навбахор» получил наказание за протесты болельщиков после игры с «Пахтакором»,4,https://uznews.uz/posts/4979,"Дисциплинарный комитет Ассоциации футбола Узбекистана провел заседание, на котором обсуждался инцидент, произошедший после матча между ФК «Навбахор» и «Пахтакор» в рамках 5-го тура Суперлиги Coca-Cola. Напомним , после матча между клубами болельщики «Навбахора», недовольные назначением пенальти на 89-й минуте матча, устроили протест. После семи болельщикам были предъявлены обвинения по соответствующим статьям Кодекса об административной ответственности. Выяснилось, что во время игры официальные лица обеих команд несколько раз покидали техническую зону, грубо возражали главному арбитру, а также мешали его работе. Кроме того, по окончании матча болельщики «Навбахора» оскорбляли официальных лиц, бросали на поле различные предметы, а также повредили передвижную телестанцию, принадлежащую НТРК. В соответствии с пунктами 5.4 (За провокационные действия футболистов, команды или официальных лиц, вызвавшие беспорядки на стадионе, на футбольном поле или прилегающей территории) и 5.9 (За необеспечение общественного порядка и безопасности на стадионе) Дисциплинарного кодекса АФУ, следующие два домашних матча ФК «Навбахор» пройдут без зрителей. Технический директор клуба Мустафо Байрамов, тренер вратарей Павел Синельников допустили проступки, приведшие к беспорядкам на стадионе, а администратор команды Абдурауф Гулямов проявил непрофессиональность, когда игроки команды соперника покинули поле в конце матча. За эти проступки вышеуказанные лица понесут наказание в соответствии с дисциплинарным кодексом АФУ. Кроме того, во время матча официальные лица «Пахтакора» несколько раз покидали техническую зону и вызывали беспорядки на стадионе. Футбольный клуб «Пахтакор» был оштрафован в соответствии со статьей 5.4 Дисциплинарного кодекса АФУ за неоднократное оскорбление арбитра. ","['Без грамотный судя всё нагадил и за всё будет отвечать болельщики. И очередная неграмотност...', 'Молодцы ']","[0.94678545, 0.053214584]",0,1,The Nawbakhor FK was punished for protests by fans after playing with Pachtacor.,'Cause I don't know if I've screwed it up and the fans are gonna be responsible for it.
153,"Диёра Келдиёрова стала первой девушкой из Узбекистана, завоевавшей золото «Большого Шлема» по дзюдо",10,https://uznews.uz/posts/5201,"На турнире «Большого Шлема» в Анталии (Турция) по дзюдо представительнице Узбекистана Диёре Келдиёровой (-52 кг) удалось завоевать золотую медаль. Об этом говорится в сообщении НОК. В финале Келдиёрова вышла на татами против Эстреллы Лопес из Испании. Для победы ей хватило всего 24 секунд. С помощью приёма сэойнагэ она завоевала золотую медаль. Благодаря этой победе Диёра Келдиёрова стала первой узбекской девушкой, которая удостоилась золота в турнире «Большого Шлема». Помимо медали, Келдиёрова записала на свой счёт 1000 рейтинговых очков на пути к Токио-2020. ","['Умничка, красавица, успехов тебе и Олимпийского золота!', 'Nadejda Karachkova, только давай без женского шовинизма. её наверняка тренер мужского пола тренирует.', 'молодец.', 'Молодец наши девчонки вот вам парни пример как они могут за себя ещё и за вас постоять.', 'Супер!!! А Где (!) видео!!!']","[0.62619245, 0.37380755]",1,0,Didira Keldiørova became the first girl from Uzbekistan to win the gold of the Great Schlem judo.,"'Nadejda Karachkova, but don't give a woman's chauvinism. She's probably being trained by a male coach.', 'You young man.', 'Good girl, here's an example for you guys how they can stand for you too.' 'Super!!! Where is the video!!"
154,Чемпионат мира по боксу пройдет в Ташкенте,0,https://uznews.uz/posts/5218,"Чемпионат мира по боксу среди взрослых в 2023 году состоится в Ташкенте. Об этом сообщает пресс-служба Министерства физической культуры и спорта, ссылаясь на заявление президента Международной ассоциации бокса AIBA Умара Кремлёва. Отмечается, что чемпионат по боксу среди взрослых будет проводиться в Узбекистане впервые. Дата проведения соревнований будет объявлена позже. Ранее мы сообщали о том, что Чемпионат мира 2021 по самбо был перенесен из Москвы в Ташкент. Соревнования будут проводиться с 12 по 14 ноября.",[],"[0.0, 0.0]",0,0,The World Boxing Championship will take place in Tashkent,[]
155,Чемпионат мира 2021 по самбо перенесли из Москвы в Ташкент,0,https://uznews.uz/posts/5434,"Решение о проведении чемпионата мира по самбо в Ташкенте было принято на заседании исполкома Международной федерации самбо, состоявшемся в Москве 24 марта. Об этом сообщили в пресс-службе НОК Узбекистана. Главный международный старт года самбистов пройдет в столице Узбекистана с 12 по 14 ноября. Изначально соревнования должны были провести в Москве, но в декабре 2020-го Спортивный арбитражный суд (CAS) запретил России в течение двух лет проводить чемпионаты мира, Олимпийские и Паралимпийские игры. В связи с этим, Международная федерация самбо совместно со Всероссийской федерацией самбо приняли решение перенести турнир в другую страну. Глава Союза самбо Азии Аламжон Муллаев отметил, что оргкомитет чемпионата мира окажет визовую поддержку участникам турнира. «В связи со сложной ситуацией, связанной с пандемией, будет оказана всяческая помощь с визами странам, где нет посольства Узбекистана. Они будут получать визы прямо в аэропорту по прибытии. В тех странах, где посольства есть, процедура будет ускорена, чтобы в чемпионате мира приняло участие как можно большее количество стран», — сказал Глава Союза самбо Азии.  Напомним , в июне в Ташкенте также состоится Чемпионат Азии по самбо.",[],"[0.0, 0.0]",0,0,The 2021 Sambo World Cup was moved from Moscow to Tashkent,[]
156,Сборная Узбекистана проведет товарищеские матчи с Ганой и Ираком,0,https://uznews.uz/posts/5640,"Сборная Узбекистана по футболу проведет учебно-тренировочные сборы, которые пройдут с 22 по 30 марта, сообщили в пресс-службе Ассоциации футбола Узбекистана. Во вторник тренерский штаб объявил о расширенном составе из 29 игроков для этих сборов, которые являются частью подготовки к совместному отборочному этапу Чемпионата мира-2022 и Кубка Азии-2023. В рамках сборов национальная сборная Узбекистана сыграет против команды Ганы 25 марта и сборной Ирака – 29 марта. ",[],"[0.0, 0.0]",0,0,The Uzbekistan team will hold friendly matches with Ghana and Iraq,[]
157,Главного тренера ФК «Турон» отстранили на две игры,18,https://uznews.uz/posts/5672,"В ходе очередного заседания дисциплинарного комитета Ассоциации футбола Узбекистана было принято решение об отстранении главного тренера ферганского клуба «Турон» Исломбека Исмоилова на две игры за нарушение правил этики. Как сообщили в пресс-службе АФУ, также был оштрафован президент клуба «Турон» Абдувахоб Ахмадалиев за грубые высказывания во время послематчевого флеш-интервью с клубом «Согдиана». Напомним, в послематчевом интервью главный тренер ферганского клуба раскритиковал работу судьи и высказался о коррупции в сфере футбола. Позже АФУ признала допущение грубых ошибок со стороны главного арбитра матча Виктора Серазитдинова и отстранила его от судейства на неопределенный срок.","['Везде коррупция....', 'Timur, правду, в любой стране любят такую, которая в интересах правительства. Попробуй в штатах или в России что-то лишнее тявкнуть,сразу объяснят memento mori. ', 'Вот как на правду получил тренер.Вырадаем поддержку тренеру Турона.Здоровья и всех благ', 'Ислом хороший парень. Когда-то тренировал моего сына. Держись, ты еще молод. У тебя всё впереди. ', 'нарушение правил этики...', 'Мда... правду уже сказать нельзя?', 'В этой стране нельзя говорить правду ', 'вот тебе справедливость']","[0.70743644, 0.29256365]",0,1,"Chief Coach of the FK ""Turon"" was suspended for two games.","Everywhere corruption... '..', 'Timur, the truth, in any country, is loved by someone who is in the interest of the government. 'Try in the states or in Russia to do something about it, and they'll explain it to memento mori.' 'That's how the coach got the truth. 'We grow support for Coach Turon. Health and all the good', 'Eslam is a good guy. 'You used to train my son.' Hold on, you're still young. 'You've got everything ahead of you. 'You've got a violation of the rules of ethics...' 'Mm... you can't tell the truth already?' 'You can't tell the truth in this country, 'you can't tell the truth, 'Here justice']"
158,"АФУ отстранила от работы Виктора Серазетдинова, судившего матч «Турон» - «Согдиана»",14,https://uznews.uz/posts/5688,"Ранее мы сообщали , что 14 марта в рамках второго тура Суперлиги Узбекистана состоялся матч между командами «Турон» и «Согдиана». В ходе матча арбитр Виктор Серазетдинов назначил пенальти в пользу джизакской команды. По итогам команда «Турон» проиграла со счетом 0:1. Позже главный тренер ферганского клуба раскритиковал работу судьи и высказался о коррупции в сфере футбола. Сегодня, 15 марта, судейская коллегия АФУ подробно проанализировала работу арбитра Виктора Серазитдинова во время матча. Эксперты просмотрели видеозапись матча «Согдиана» - «Турон» и внимательно изучили игру. «Главный арбитр Виктор Серазитдинов на 29-й минуте матча не назначил пенальти в ворота «Согдианы». На 52-й минуте арбитр посчитал, что игрок «Турона» сыграл в мяч руками в штрафной площади, и ошибочно назначил пенальти», - говорится в сообщении. Согласно решению судейской коллегии АФУ, работа Виктора Серазитдинова была признана неудовлетворительной, и он был отстранен от судейства на неопределенный срок из-за грубых ошибок, повлиявших на исход матча. Кроме того, Специальная инспекция по надзору за футбольной деятельностью АФУ приступила к изучению протокола матча, отчета инспектора, а также видеоматериалов, относящихся к данному инциденту. В случае нарушений этический комитет АФУ в установленном порядке рассмотрит их и примет окончательное решение. ","['Надо аннулировать итог матча.переигровка?', 'Надо аннулировать итог матча.переигровка?', 'Надо аннулировать итог матча.переигровка?', 'Надо аннулировать итог матча.переигровка?', 'Надо аннулировать итог матча.переигровка?', 'Надо аннулировать итог матча.переигровка?', 'пока комментариев нет, зайду позже. ']","[0.9912352, 0.00876474]",0,0,FAA suspended Victor Serazetdinov from the Turon-Sogdiana match.,I'm gonna have to cancel the game. I'm gonna cancel the game. I'm gonna have to cancel the game. I'm gonna have to cancel the game. I'm gonna have to cancel the game.
159,"«Мы играем честно, судьям денег не даем, и вот что происходит!», — главный тренер ФК «Турон» высказался о коррупции в футболе",8,https://uznews.uz/posts/5714,"14 марта в рамках второго тура Суперлиги Узбекистана команда из Джизака «Согдиана» одержала победу на ферганским «Туроном» (1:0).  Во втором тайме главный арбитр Виктор Серазетдинов назначил пенальти в пользу джизакской команды. Однако можно было заметить, что мяч отлетел от головы игрока «Турона», а не от руки. «Прежде всего поздравляю команду «Согдиана» с победой. Что касается игры, разве «Турон» виноват в том, что вышел в Суперлигу? Или в том, что судьям деньги не попали? Мы совершенно этого не понимаем последние две игры. Весь мир, весь Узбекистан видел, что мяч попал игроку в голову, а судья за это назначил штраф. Пусть зайдут в раздевалку, игроки плачут. Когда будут приняты меры? До каких пор можно это терпеть?  Говорят, очистим систему, это и есть очистка? Приходят и хоронят. Две последние игры футбола не было, только свисток. 70-80 человек не знают, чем будут кормить свои семьи. До каких пор они будут так работать? Три человека на поле «убивают» всю команду. Это и есть справедливость в Узбекистане? Где здесь справедливость? До каких пор можно бороться с коррупцией? Всем сказали играть честно, мы играем честно, судьям денег не даем, и вот что происходит! Если не придете с деньгами, вас обезглавят! Кто примет меры?» - сказал Исломбек Исмоилов. Также тренер согласен, на то, что после такого заявления его могут пожизненно отстранить от футбола. «Кому-то придется бороться, дойти до конца. Ладно, я молодой тренер, я найду себе работу на улице. Но что будет делать команда? Они верят, что в случае победы получат премию и отнесут ее своей семье. Все только говорят, а на деле ничего нет», - заявил главный тренер. Тот самый момент в игре, из-за которого главный тренер «Турона» вышел из себя. ","['Хоть кому то хватило смелости сказать это в открытую', 'Хоть кому то хватило смелости сказать это в открытую', 'Тренер на сто процентов прав. Все судьи такие в футболе продажные.', 'Такое в Узбекистане не только на футболе но и в жизни происходит. Выигрывает тот у кого есть деньги']","[0.97176933, 0.028230634]",0,2,"""We play honestly, we don't give judges money, and here's what's going on!"" FK's chief coach ""Turon"" said about corruption in football.","'If anyone had the courage to say it in public,' 'If anyone had the courage to say it in public,' 'Trenner is 100% right. All judges in football are so corrupt.' 'Taco in Uzbekistan not only at football but also in life. Whoever has the money wins.'"
160,Чемпионат Азии по самбо пройдет в Ташкенте,0,https://uznews.uz/posts/5854,"Чемпионат Азии 2021 года по самбо пройдет в июне в Ташкенте. Об этом стало известно в ходе онлайн-встречи Азиатской ассоциации самбо, в которой приняли участие руководство организации, члены исполкома и представители национальных ассоциаций. «Фактически турнир должен был проходить в Индонезии. Однако в связи с проведением пляжных игр в этом году, было решено перенести турнир в другую страну. Заявка Ассоциации самбо Узбекистана на проведение чемпионата Азии была принята, и было предложено провести чемпионат Азии в июне в Ташкенте среди юниоров, молодежи и взрослых. Кроме того, во время соревнований будет проводиться ежегодный Конгресс и выборная конференция Азиатской ассоциации самбо», — говорится в сообщении. Президент организации Аламжон Муллаев также отметил, что самбо может быть включено в программу Молодежных Азиатских игр 2025 года, которые пройдут в Ташкенте. ",[],"[0.0, 0.0]",0,0,The Asia Sambo Championship will take place in Tashkent,[]
161,«Пахтакор» впервые стал обладателем Суперкубка Узбекистана,0,https://uznews.uz/posts/5879,"В матче, прошедшем в 6 марта в Самарканде, столичная команда обыграла ФК «Насаф» и стала обладателем Суперкубка Узбекистана. Об этом сообщила пресс-службу клуба. Стоит отметить, что этот матч был первым официальным матчем для главного тренера «Пахтакора» Питера Хиюстра, который приступил к работе в январе текущего года. Таким образом, «Пахтакор» впервые стал обладателем Суперкубка Узбекистана. ",[],"[0.0, 0.0]",0,1,Pakhtakor first became the owner of the Super Bowl of Uzbekistan.,[]
162,В ФК «Бунёдкор» назначен новый главный тренер,0,https://uznews.uz/posts/5963,"На встрече был рассмотрен вопрос об избрании нового главного тренера клуба. Шухрат Максудов, много лет проработавший в команде, был избран главным тренером единогласным голосованием членов Наблюдательного совета, игроков и тренеров. Напомним, до сегодняшнего дня в качестве главного тренера работал Марат Мифтахутдинов. До этого, с января 2019 года, главным тренером клуба был Вадим Абрамов. ",[],"[0.0, 0.0]",0,1,A new Chief Coach has been appointed to the Bunyodkor FC,[]
