,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
64,Назначен новый начальник управления благоустройства Ташкента,6,https://uznews.uz/posts/29607,На должность нового начальника управления благоустройства города Ташкента назначен Умаров Анвар Хуснутдинович. Об этом сообщает пресс-служба столичного хокимията. До назначения он работал помощником хокима города Ташкента. На данном посту он сменил Санжара Уматова. ,"['По каким параметрам назначают?...родственные связи+личная преданность = профессионал в любая профессия.', 'Одни старики заебали уже эти крахаборы', 'Прежний благоустроил свой дом, теперь очередь этого...', 'Старый волк', 'было бы интересно узнать, по каким параметрам назначают людей. Был помощником хокима - это ни о чем не говорит. ']","[0.6092566, 0.39074332]",0,1,Appointed a new Head of the Department for the Improvement of Tashkent,"'What are the parameters?' 'The old people have already fucked up the craphouse,' 'The old man has built his house, now it's his turn...' ', 'Old wolf', 'it would be interesting to know what parameters people are assigned to. 'He was the helper of the hokim, that's not saying anything.']"
65,"Турецкий специалист возглавил организацию, отвечающую за проектирование медучреждений",9,https://uznews.uz/posts/29229,"Главную организацию по проектированию медицинских учреждений Министерства здравоохранения «Узтиблойиха» возглавил турецкий специалист Гурай Каймак, сообщает пресс-служба Минздрава. 48-летний опытный архитектор окончил вуз в Турции, где получил степень бакалавра по специальности промышленная архитектура, и вуз в Македонии, где получил степень магистра. Гурай Каймак начал свою деятельность в 1993 году в компании MNG HOLDING, участвовавшей в строительстве международного аэропорта Стамбула. Он также участвовал в проектировании ряда банковских зданий в Румынии, медицинских учреждений в Турции, здания гостиницы International Hotel в Ташкенте. Одним из его проектов последних лет стало здание библиотеки в Намангане, которое сдали в эксплуатацию в 2020 году. Новому руководителю «Узтиблойиха» поручено проектировать медицинские учреждения по самым передовым стандартам. Также он будет курировать разработку и реализацию научно-технических дизайнерских проектов, оказывать техническую помощь в этой области и внедрении инновационных технологий, научно-технических инноваций. Кроме того, проект каждого медицинского учреждения, который сейчас утверждается местными властями в регионах, должен быть одобрен организацией «Узтиблойиха» под руководством нового главы. ","['Server, что с корейцами не получится? На откаты работать? Аххах…', 'По всему миру турки строят и хорошо в этом разбираются, во всяком случае по соотношению цена-качество. Так что не надо тут на них бочку катить. Узбекские строители в большинстве своем - чернорабочие, мастеров мало, гляньте на сотни и тысячи турецких отелей, наши дебилы и через 100 лет такое не построят, поэтому турков и зовут. Не считая того, что и в сервисе они намного лучше разбираются.', 'to Server Kudyakov. абсолютно согласен.в 90х они шикарно встроились в постсоветский Узбекистан и не только способностью совращать чиновников всех уровней взятками за право строить с бюджетами превышающими много смету. потом прошла история как их турнули. В Новом Узбекистане с новым окружением Светлейшего они также удачненько встроились. ', 'На счёт что умеют строить это очень громкое заявление! Почему с ними любят наши работать? Да потому что они так же любят взятки и так же их дают!с Корейцами так не получится! Но строят и медицина у них в разы лучше чем у Турков! ', 'Ломакин против Мирзиёева....неожиданно.', 'Турки строят так себе, не лучше местных ""каймаков""\r\n', 'Смешно правильно на писал Дима Романченко!👍👏 капец', 'Потому что турки строить умеют. Потому что относительно недорогие. Потому что мусульмане. Потому что.\r\n', 'А что кроме этих турок ни кого нету? Скоро всю страну им продадут']","[0.57188356, 0.42811635]",0,1,Turkish specialist in charge of the organization responsible for the design of health facilities,"['Server, what's not gonna happen to Koreans? On the way to work? Ahhhah...', 'The Turks are building and good at it all over the world, at least on the basis of the price-quality ratio. So you don't have to roll a barrel on them. In the '90s, Uzbek builders most of them are laborers, masters aren't enough, look at hundreds and thousands of Turkish hotels, our morons and 100 years later they don't build it, so the Turks and they call it. Not counting that they're much better at the service.', 'toServer Kudyakov. absolutely agree. In the '90s, they're stunningly built into post-EU Uzbekistan and not only the ability to copulate officials at all levels for the right to pay more than a lot of estimates. Then they've gone through the story like they'. In New Uzbekistan with the new light environment, they' they're also very well built up. 'In the 90s they' They' They'll build it in a very big statement, but they' they' why they love it so much so they work so much"
66,Акмалходжа Мавлонов — новый глава ГТК,6,https://uznews.uz/posts/30055,"Депутаты рассмотрели и одобрили кандидатуру Мавлонова Акмалходжи Юсуповича на должность председателя Государственного таможенного комитета. Об этом UzNews.uz сообщил источник в правительстве. До назначения с октября 2020 года Акмалходжа Юсупов занимал должность заместителя генерального прокурора. Ранее мы сообщали , что бывший глава ГТК Азимов Муротжон Бердиалиевич назначен исполняющим обязанности хокима Кашкадарьинской области.","['Судя по фото, его рожа- сама справедливость и честность. Прям Дзержинский 21 века.', 'Возможно, с приходом нового Председателя ГТК РУз, в данном ведомстве будет наведен «порядок». Льготы будут даваться только тем лицам (хозяйствующие субъекты), которые предусмотрены в Указе Президента, но не так как это было заведено ранее, и на деле давались и физическим лицам (не предпринимателям) что не предусмотрено УП, а ФЛ в свою очередь пользовались данной льготой ТОЛЬКО с целью уклонения от уплаты таможенных платежей, но не более того, и отследить дальнейшую судьбу ТС на которые применялись льготы не удавалось возможным. К примеру одна из таких ""ярких"" льгот УП-5388 от 29/03/2018 в части пункта 6 абзац 4.', 'False', 'не важно все засели у власти, дилетантизм у нас  это прокурор изучал уголовный кодекс, а налоговый кодекс он и в жизни не держал и не листал, и сколько томов он даже не знает..', 'Акмалходжа Мавлонов или Акмалходжа Юсупов?', 'от перестановки слагаемых сумма не меняется, вор на воре сидит.']","[0.61167544, 0.38832453]",0,1,Mavlonov Acmalhodge — A New Head of GTC,"""Of course, with the arrival of the new Chairman of the SCC, Ruz, ""it is possible that this agency will be in a state of order."" Only those persons (owners) who are covered by the Presidential Decree, but not as previously established, and in fact individuals (not entrepreneurs) were given what was not provided for by the C.O., but the F.L.L. in turn used the benefit of TOLCO to evade the payment of customs payments, but no more, and to track the future fate of the TC on which the benefits were not possible. For example, one such ""brilliant"" benefits of the U.P. 5388 of 29/03/2018 of paragraph 4.', ""False', ""not important to all the authorities, dyletanism is our prosecutor's study of the penal code, and the tax code he has not kept or lost in his life, and how many volumes he does not even know."" ""Actomal sums are not going to do as the"
67,Хоким Ташкентской области освобожден от занимаемой должности,0,https://uznews.uz/posts/28841,"Хидоятов Даврон Абдулпаттахович утвержден хокимом города Чирчика Ташкентской области. Об этом сообщили в пресс-службе президента. До назначения Даврон Хидоятов возглавлял столичную область с марта текущего года. На этом посту он сменил Юсупова Санжара Миртоировича, исполнявшего обязанности хокима города Чирчика с февраля 2020 года. Даврон Хидоятов родился в 1976 году. Он окончил Ташкентский государственный экономический университет и Банковско-финансовую академию Узбекистана. В 2017-2018 работал хокимом Чиланзарского района Ташкента, с 2018 по 2021 год — первым заместителем хокима Ташкента по вопросам архитектуры, капитального строительства и развития коммуникаций. ",[],"[0.0, 0.0]",0,0,Hokim Tashkent Oblast is relieved of his post.,[]
68,Зойир Мирзаев назначен и.о. хокима Ташкентской области,11,https://uznews.uz/posts/30135,"Как мы сообщали ранее, Зойир Мирзаев освобожден от должности хокима Кашкадарьинской области в связи с переходом на другую работу. Сегодня, 18 ноября, в хокимияте Ташкентской области прошло собрание, на котором был рассмотрен организационный вопрос. Об этом сообщили в пресс-службе столичного хокимията. На собрании принял участие руководитель Администрации президента Республики Узбекистан Зайнилобиддин Низомиддинов. Глава Администрации ознакомил присутствующих с указом президента, согласно которому Зойир Мирзаев утвержден исполняющим обязанности хокима Ташкентской области. Предыдущий хоким столичной области Даврон Хидоятов, возглавлявший регион с марта 2021 года, также занял новую должность, о которой пока не сообщается. Напомним, с 2016 по 2018 год Зойир Мирзаев трудился в должности заместителя премьер-министра – министра сельского и водного хозяйства. В 2018 году он был назначен хокимом Шараф-Рашидовского района Джизакской области, а в октябре 2019 года – хокимом Кашкадарьинской области. ","['Это тот, который фермеров заставил стоять по пояс в холодной воде за невыполнение плана по хлопку, если кто не помнит. Кадровая политика свежеизбранного президента говорит о многом...', ""Bu odam dehqonlani paxta plani bajarmaganiga ariq to'la suvga oyoqyalang turgizib qoyganidi. Baribir foydasi yogakande. Kimmi soqasi kop bosa o'shani qo'yishvatti."", 'как помню говорил президент ему нужно доверенные люди. исходя из этого умные и образованные со своим взглядом ему даром не нужны.. только доверенные, а значит больше делать движухи по тихому..', 'Походу у нас не могут полностью увольнять с должности?. Зачем нам нужен человек который не мог справиться с другой областью', 'В Узбекистане другие люди есть вообще? Или президент совсем не думает, прежде чем кого попало на должность назначать?', 'Они чё издеваются что ли ? ', 'Ух ты! Вот это настоящая птица феникс! Помните как его ругал сам Ш.М.!?\r\nВ Ю-тюбе есть это! А теперь потихоньку опять реабилитировался! МОЛОДЕЦ!', 'я бы ему кружку воды не дал']","[0.56373197, 0.43626806]",0,1,Zoyir Mirzaev appointed the hokim of Tashkent province,"[""This is the one who forced farmers to stand in the cold water for failing to do the cotton plan, if not remembered. ""The staffing policy of the newly elected president speaks of a lot..."", ""Bu Odam dehqonlani plani bajarmaganiga arik to'la suvga oyqyalang turgib koyganidi. Baribir foydasi yogande. ""Kimmi sokasi kop bosa o'sanhi ko'yishvatti."" ""As the president said, he needs trusted people."" Based on this, he doesn't need to be smart and educated with his own eyes. Only the trusted, which means to do more like moving in a quiet way.... ""I don't think we can fully fire a man who couldn't deal with another area, 'in Uzbekistan other people are there at all? Or is the president really thinking about it, isn't it?"
69,Зойир Мирзаев освобожден от должности хокима Кашкадарьинской области,8,https://uznews.uz/posts/29128,"Согласно указу, Мирзаев Зойир Тоирович освобожден от должности хокима Кашкадарьинской области в связи с переходом на другую работу. Об этом сообщает пресс-служба президента. Данную должность он занимал с октября 2019 года. Исполняющим обязанности хокима Кашкадарьинской области назначен Азимов Муротжон Бердиалиевич. До этого назначения он работал председателем Государственного таможенного комитета Узбекистана.","['Вроде пишут, что получил назначение  хокимом Таш.обл.', 'Его держали конкурентом в президенты, свой, он нужен сейчас там, где крах... на дне.', 'Назначат на новую должность ', 'Их снимают, а они все-равно плавают в проруби.', 'БЛ-я наконец-то иди таскай камни и уголь']","[0.78882295, 0.21117704]",0,1,Zoyir Mirzaev is relieved of his position as Khokim of Kashkadaryan province.,"I think they've got a job as hokim Tash.obl.', 'He's been held as a rival president, his own, he's needed right now where the collapse... is on the bottom.', 'They'll appoint them to a new position,' 'they'll take them off, and they'll still swim in the chops.', 'BL, finally go carry the stones and coal']"
70,"После скандала с заместителем декана ТГПУ, сменился ректор вуза",2,https://uznews.uz/posts/29293,"Постановлением правительства Киргизбаев Абдугаппор Каримжонович назначен ректором Ташкентского государственного педагогического университета имени Низами. До назначения с ноября 2019 года он работал заведующим Департаментом по развитию государственного языка в структуре Кабинета Министров. На этом посту он сменил Алишера Умарова, занимавшего должность ректора ТГПУ с февраля прошлого года. Ранее мы сообщали о студентке Ташкентского государственного педагогического университета имени Низами, которую попытался изнасиловать заместитель декана вуза в своем служебном кабинете, а затем вытолкнул из окна.","['Киргизбаев...наверное реально киргиз. ', 'Понятно , развитием узбекского госязака занималься киргиз.\r\nЯсно теперь все.']","[0.49767137, 0.50232863]",0,3,"After a scandal with the deputy dean of TPGU, the rector of the university changed.","'Kirgisbaev... must be really Kyrgyz.' 'Okay, the development of the Uzbek gossack has taken up the Kyrgyz. 'It's clear now.']"
71,Шерзод Шерматов назначен главой другого Министерства,8,https://uznews.uz/posts/29895,"Сегодня, 17 ноября, в ходе пленарного заседания Законодательной палаты Олий Мажлиса, были рассмотрены организационные вопросы. В частности, Шерматов Шерзод Хотамович назначен министром по развитию информационных технологий и коммуникаций Узбекистана. Об этом в своем Telegram-канале сообщил депутат Дониер Ганиев. До назначения с июня 2018 года он занимал должность министра народного образования. Саидов Бахтиёр Одилович, работающий Чрезвычайным и Полномочным послом Узбекистана в Китае с июля 2017 года, возглавит Министерство народного образования. ","['Номенклатурное г@вно перетекло из одной лужи в другую. ', 'Гули Исраилова\r\n17 ноября, 13:46 Мой нашальник (уже 20 лет), если у него спросить, почему частота (а не чистота, как он одно время выражался, пока его не поправили) выражается в герцах и что это за величина в системе СИ, могу с уверенностью сказать, что не ответит:). Был еще один кадр, который девиацию частоты называл девальвацией! Я уже не говорю о том, что такое, например, аналого-цифровой преобразователь, и что представляет из себя логический ноль и логическая единица.', 'у нас Дилетантизм.\r\nДилетантизм, или дилетантство — занятие какой-либо деятельностью без должных знаний и профессиональной подготовки. Дилетантизм имеет свою слабую и сильную стороны. Слабая сторона — дилетант не имеет глубоких знаний о предмете своих занятий, поэтому допускает', 'Во главе министерства прежде всего должен быть высококвалифицированный специалист, знающий отрасль и имеющий опыт работы в ""низах"". Ни ужели среди медиков и связистов нет хороших организаторов для руководства своим министерством? Самим вновь назначенным не страшно работать в сфере где у них нет даже базовых знаний?', 'Теперь на новой должности пообещает сделать зарплату 1000$. А потом в другое министерство перейдет и там пообещает ', 'Шерматов Шерзод, интересно знает что такое IP? как обжать utp кабель? и т.д.....', 'да все министры и чиновники у нас ДИЛЕТАНТЫ!!!', 'Новерно только у нас чиновники такие универсальные может возглавит любую сферу жаль .... Разве министром какой то сферу не должен стать тот человек которую посвещал свою жизнь на эту сферу и понимал все его тонкости и слабости ']","[0.67309237, 0.32690772]",0,1,Sherzod Shermatov is appointed head of another,"['Nomenclature g@wripped from one puddle to another.', 'Gouli Israilov_n / November 17', 13:46 My guilder (already 20 years old), if he asks why the frequency (not its purity, as it was expressed at one time, until it was corrected) is expressed in hertzes, and what it is for the value of the SI system, I can say with certainty that it would not: '. There was another frame that deviation of the frequency called devaluation! I am no longer talking about what it is, e.g. an an analog digital converter, and what is even a logical zero and a logical unit.', 'We have Diletantism. 'r\nDiletantism, or amateurism, to engage in any activity without proper knowledge and training."
72,Назначен первый заместитель командующего Нацгвардией,0,https://uznews.uz/posts/29100,"Первым заместителем командующего Национальной гвардией по обеспечению общественной безопасности назначен полковник Инамжон Ибрагимов. Сообщается, что до назначения полковник Инамжон Ибрагимов служил командиром специальной бригады Национальной гвардии. ",[],"[0.0, 0.0]",0,2,Appointed First Deputy Commander of the National Guard,[]
73,В ГНУ Ташкента назначен новый начальник,1,https://uznews.uz/posts/28955,"На должность начальника Государственного налогового управления города Ташкента назначен Юнусжон Насимджанов. Об этом сообщает корреспондент UzNews.uz, ссылаясь на источник в ГНУ Ташкента. До этого назначения Юнусжон Насимджанов работал заместителем председателя Государственного налогового комитета. Юнусжон Зохидович Насимжонов родился в 1967 году в Ташкенте. В 1991 году окончил Ташкентский государственный технический университет, в 1997 году - Ташкентский финансовый институт. Трудовую деятельность в налоговой службе начал в 1993 году. До назначения на должность зампреда Государственного налогового комитета возглавлял Государственное налоговое управление Джизакской области.  Напомним , что предыдущий глава ГНУ Ташкента Нормат Турсунов на прошлой неделе был назначен и.о. хокима Навоийской области.",['Ну теперь новый будеть ГНУть ташкентцев.'],"[0.036389787, 0.9636102]",0,1,A new superior has been appointed to the Tashkent GNU,Now it's gonna be a new Tashkent poop.
74,Рустам Иноятов освобожден от должности советника президента,6,https://uznews.uz/posts/28900,"Указом президента на должность советника президента по вопросам координации деятельности правоохранительных и контролирующих органов назначен Исламов Бахтиёр Джахангирович. До назначения Б. Исламов работал первым заместителем советника президента по вопросам защиты прав граждан и работы с обращениями. На данном посту он сменил Рустама Иноятова, являвшегося советником президента с августа 2018 года.","['Одного отправили в профсоюз, а лазает по больнице, как будто это его собственность. ', 'Неужели иноятов досихпор существует? Я думал, что он уже ушёл... Этот гигант преступной группировки. ', 'Это ещё не конец, жизнь продолжается,хозяева приходят и уходят, а народ остаётся ...', 'Последний советский динозавр, под прикрытием. Такие придумали рыночную Конституцию, для миллиардеров, для обобрания ими нищенствующих и вымирающих стариков, мужей-отцов, жен-матерей, детей, безработных и рабов по загранкам, не дома... да и пенсионерам не додают, даже по достоинствам той же, Конституции. ', 'Освободить от должности можно! Но, ооооочень многие, ещё долго не освободят себя от него!!!', 'Когда-то могущественный Иноятов отправлен на отдых..']","[0.5957249, 0.40427515]",0,2,Rustam Inoyatov is relieved of his position as Presidential Adviser,"I thought he'd already gone to the union, and it's not the end, life goes on, the owners come and go, and the people stays... ', 'The last Soviet dinosaur, under cover. 'But it's possible to get rid of the market constitution, for the billionaires, to get rid of the poor and dying old men, husbands, mothers, children, the unemployed and slaves abroad, not at home... and the pensioners aren't getting it, even by virtue of the same Constitution. 'It' 'It's possible! 'But, in fact, many will not be free from it for long"
75,Стала известна новая должность бывшего министра здравоохранения Узбекистана,5,https://uznews.uz/posts/24740,"Абдухаким Хаджибаевназначен заместителем председателя Федерации профсоюзов Узбекистана. Сегодня, 13 ноября, он был представлен перед новым коллективом, сообщает корреспондент UzNews.uz. До этого назначения, с ноября 2020 года, Абдухаким Хаджибаев занимал должность главы Минздрава. Напомним, новым министром здравоохранения на днях был назначен вице-премьер Бехзод Мусаев.","['Жаль, думал назначат на должность председателя ГНК.\nНа манеже все те же', 'Что значит,- стало известно????\nЭто ещё скрываемая информация ???\nМогли бы уже молча назначить, без афиширования!\nМожно подумать, народ забеспоклился, что чинуша остаеется не у ""дел""???\n Пока такая акробатика будкт происходить ч кадрами, Узбекистан так и будет в гавне!\n   Почему бы, снимаемых с должности , просто убирать с арены?\nИли , настолько всё значимо?!\n\n', 'Только уже в другом пруду.', 'А Г@вно, как плавало, так и плавает. ']","[0.9882533, 0.011746719]",0,1,The new post of former Minister of Health of Uzbekistan is now known.,"'What do you mean? 'What do you mean? 'What do you mean? 'What is the information that's still hidden?? 'Why don't you just get rid of the arena? 'it's so important, 'it's only in the other pond.' 'A G@no."
76,В Узбекистане назначен новый министр здравоохранения,18,https://uznews.uz/posts/24807,"Позже Telegram-канал Нигох сообщил , что президент подписал указ о назначении Бехзода Мусаева министром здравоохранения. Напомним, c мая 2020 года Бехзод Мусаев занимает пост заместителя премьер-министра по вопросам социального развития. Текущий министр здравоохранения Абдухаким Хаджибаев работал на этой должности с ноября 2020 года. Согласно имеющимся данным, Абдухаким Хаджибаев переходит на работу в Федерацию профсоюзов Узбекистана. О новой должности Хаджибаева пока не сообщается. ","['Жидагуль. Кто бы мне показал, ну хоть одного умершего ""от ковида"", разве что только от расстрельного приговора нищих и потому корыстных лаборантки и ее врачей, как тройки НКВД, для загона простуженных в облака заразных больниц, не приспособленных для больничных, самых немыслимых зараз и пневмонитов. А там сбив температуру и убив иммунитет, создаются рыночные рейтинги отсоса народных денег по частным карманам не менее корыстных миллиардеров, и не только наших. Всех, кого пригласили за праздничный стол) Пневмония идет за ковид китайский (созданный в США), а дизентерия с паратифами под ковид индийский, например от ГМО.\n', 'Что и сказать... бедный Минздрав... бедный Узбекистан.... кажется третий Ренессанс уже здесь....не профессионал будет руководить здравохранением', 'Жидагуль, если ты такая умная поработай врачом, хотя бы 1 день. ', 'в минздрав назначают налоговика,который был причастен к финансовым махинациям и был в розыске. Ходжибаев пойдёт грабить профсоюз. круговорот ВОРОВ в природе. ', 'финансист и экономист в минздрав. интересное назначение. если бы пресса сделала бы достоянием общественности почему и куда убежал за рубеж Мусаев в 2011г. что кроется за этой элитой? его племянник руководит (в приходом его в кресло вице премьера курирующего медотрасль) Узмедимпексом. не углядит ли в этом правительство конфликт интересов ', 'Непотопляемая элита мать их...', 'БОЖЕ МОЙ! СКОЛЬКО ИХ ЕЩЁ???\nКАЖДЫЙ ГОД ПО-НОВОМУ!\nА ВОЗ И НЫНЕ ТАМ! И В ПРЯМОМ СМЫСЛЕ, И В ПЕРЕНОСНОМ!\nА ЛЮДИ БОЛЕЮТ, ЛЮДИ МРУТ!\nА НА ДВОРЕ 22-ОЙ ГОД 21 ВЕКА!!!\nСЕЙЧАС, ОПЯТЬ ВРАЧИ НАЧНУТЬ ПРОСИТЬ ПОВЫШЕНИЯ ЗАРПЛАТЫ! ПО-МОЕМУ ЭТО И ВОЛНУЕТ НАШИХ ЦЕЛИТЕЛЕЙ!\nА,ТО, ЧТО МНОГИЕ ЛЮДИ ""ХРОНИКИ"" УЖЕ НИКОГО НЕ ВОЛНУЕТ!']","[0.54423934, 0.4557607]",0,1,A new Minister of Health has been appointed in Uzbekistan,"['Jidagul'] Who would show me, you know, one dead ""from the carpet,"" except from the shooting of the beggars and, therefore, the self-interested labs and their doctors, like the troika of the NKVD, to drive the cold into the clouds of contagious hospitals not adapted for hospital, most incredible diseases and pneumonias, and there, by knocking down the temperature and killing the immunity, market ratings of people's money sucking on the private pockets of at least as cheap billionaires, and not just ours, everyone invited to the holiday table, Pneumonia goes after the cove of Chinese (created in the United States), and dysentery with paratytes under the coward of Indian, such as GMO."
77,В двух областях назначены главы Следственных управлений,4,https://uznews.uz/posts/24816,"В соответствии с приказом министра внутренних дел, заместитель начальника УВД Самаркандской области - начальник Следственного управления полковник Ашропов Рамазон Ахматхужаевич освобожден от занимаемой должности и назначен на пост заместителя начальника ГУВД Ташкентской области - начальника Следственного управления. Представитель начальника УВД Ферганской области по первой региональной зоне - начальник регионального координационного центра подполковник Ганиев Элёрбек Улугбекович также покинул свой пост. Приказом главы МВД он назначен заместителем начальника УВД Наманганской области - начальником Следственного управления. ","['Удачи им! Здоровья!', 'Их суровые неподкупные лица выражают справедливость. ']","[0.49895018, 0.5010498]",0,1,Heads of Investigations Offices have been appointed in two areas,"'Good luck to them, health!' 'their stern faces express justice.'"
78,Назначен начальник управления экологии и охраны окружающей среды Ташкента,8,https://uznews.uz/posts/24869,"В Ташкенте назначили начальника управления экологии и охраны окружающей среды. Отбор кандидатов Государственный комитет по экологии проводил через сайт vacancy.argos.uz. По итогам конкурса больше всех баллов - 82,5 набрал 41-летний Фарход Дехканов, который также получил положительные отзывы в процессе собеседования, проведенного конкурсной комиссией Государственного комитета по экологии. Отмечается, что ранее Фарход Дехканов, имеющий высшее образование в области экологии и охраны окружающей среды, занимал должность первого заместителя начальника управления экологии и охраны окружающей среды города Ташкента. ","['Представил его в немецкой каске с эмблемами сс....жуть.', 'Теперь облепленные грязью и пылью самосвалы, выезжающие со строй площадок, начнут мыть перед выездом на дороги общего пользования?', 'Отбор кандидатов Государственный комитет по экологии проводил через сайт ))) и выбрал своего же. кто бы сомневался )))', 'Щечки у него экологические. Наел на экологии']","[0.8263399, 0.17366007]",0,1,Appointed Head of the Environment and Environmental Protection Administration of Tashkent,"He'll start washing before he goes to public roads? ', 'The selection of candidates was conducted by the State Committee on Ecology via the website. ))', 'He's got environmental tickles.']"
79,Навоийскую область возглавил Нормат Турсунов,8,https://uznews.uz/posts/24877,"Турсунов Нормат Тулкунович назначен исполняющим обязанности хокима Навоийской области. Соответствующий указ подписал Шавкат Мирзиёев, сообщает пресс-служба президента. До назначения, с июня 2018 года Нормат Турсунов занимал должность начальника Государственного налогового управления города Ташкента. В 2017-2018 годах он работал заместителем председателя Государственного налогового комитета Узбекистана. ","['На русака похож', 'Хокимом должен быть юрист, прошедший суды, прокуратуру и МВД, желательно и СГБ, из опытных кадровиков. Я в личной встрече с Хокимом Бухары, поднапрягся не на шутку, увидев предстоящие проблемы, работы на неумный износ людей, люди уже сейчас плачут из за беззакония, когда Хокимом назначен работник культуры, и никуда не деться, прийдется подставить Ему плечо юриста-международника, а если силовики начнут Его защищать ? Тогда останется традиционный пофигизм к идеям рыночного Солнцеликого...', 'Главное чтоб был хорошим хокимом а другое ерунда', 'Взгляд НКВДшника. А смотрит наверное на того, что был прежде.']","[0.6358994, 0.36410058]",0,0,The Navoi region was headed by Normath Tursunov,"I'm in a private meeting with Hawkim Bukhara, and I'm not joking when I see the problems ahead, the work on people's insane wear and tear, people are already crying for lawlessness when Hawkim is appointed a cultural worker, and I'm not going anywhere, and I'm gonna set up an international lawyer's shoulder, and if the Slavics are gonna protect him,"
80,Избраны новые судьи Верховного суда,8,https://uznews.uz/posts/245,"По информации пресс-службы Сената, в соответствии с п. 3 статьи 80 Конституции РУз и п. 3 ч. 1 статьи 9 Конституционного Закона РУз «О Сенате Олий Мажлиса РУз», принято постановление об избрании Ойбека Аъзамжоновича Баракабаева и Дониёржона Мухаматжоновича Тожибоева на должность судей Верховного суда Узбекистана на десятилетний срок. Отмечается также, что некоторые судьи Верховного суда освобождены от занимаемых должностей в связи с переходом на другую работу. ","['один черт все продажные', 'Их лица сама справедливость.', 'за 10 лет, они случайно не протухнут. ']","[0.7261441, 0.27385595]",0,1,New Supreme Court judges elected,"['One hell of all the corrupt', 'their faces are justice itself.', 'in ten years, they're not gonna die by chance.']"
